,Verse,Order,Normalized,MSA,WordOrder,KlausTyp
195,290,283.0,ok hon ann mér nema ek sé svikinn af hennar orðum,xCC xPE p3 gF nS cN xVB fF tPS mIN p3 nS vA xPE p1 nS cD xCS xPE p1 nS cN xVB fF tPS mSU p1 nS vA xVB fP tPT vA gM nS cN sI xAP xPE p3 gF nS cG xNC gN nP cD sI,"['S', 'V', 'O', 'S', 'V', 'O', 'O']",Parataxe
196,291,284.0,"eigi mǽli ek sem ek vildi því at ek hrǽðumsk
 þúshundrað háska",xAV rP xVB fF tPS mIN p1 nS vA xPE p1 nS cN xCS xPE p1 nS cN xVB fF tPT mSU p1 nS vA xCS xPE p1 nS cN xVB fF tPS mIN p1 nS vR xNC gN nS cA sI xNC gM nP cG sI,"['V', 'S', 'S', 'V', 'S', 'V', 'O', 'O']",Undefined
197,292,285.0,ek sorgfullr hrǽðumsk hvatvetna þat er í heimi er,xPE p1 nS cN xAJ rP gM nS cN sI xVB fF tPS mIN p1 nS vR xPI gN nS cA xDD gN nS cA xCS xAP xNC gM nS cD sI xVB fF tPS mIN p3 nS vA,"['S', 'V', 'O', 'O', 'V']",Undefined
198,293,286.0,því at af litlu vex oftsinnum frǽgð,xCS xAP xAJ rP gN nS cD sI xVB fF tPS mIN p3 nS vA xAV rP xNC gF nS cN sI,"['V', 'S']",Hypotaxe
199,296,288.0,ok starf hins fátǿkja er í mǿðiligri ván,xCC xNC gN nS cN sI xDD gM nS cG xAJ rP gM nS cG sD xVB fF tPS mIN p3 nS vA xAP xAJ rP gF nS cD sI xNC gF nS cD sI,"['S', 'O', 'V']",Parataxe
200,297,289.0,nú sér þú vanda minn ráð þvísa meðal beggja okkar ok,xAV rP xVB fF tPS mIN p2 nS vA xPE p2 nS cN xNC gM nS cA sI xDP gM nS cA xVB fF tPS mIP p2 nS vA xDD gN nS cD xAP xDQ gU nP cG xPE p1 nD cG xCC,"['V', 'S', 'O', 'V', 'O', 'O', 'O']",Undefined
201,298,290.0,þess bið ek at þú leynir lǫst hvárstveggja,xDD gN nS cG xVB fF tPS mIN p1 nS vA xPE p1 nS cN xCS xPE p2 nS cN xVB fF tPS mSU p2 nS vA xNC gM nS cA sI xDQ gN nS cG,"['O', 'V', 'S', 'S', 'V', 'O', 'O']",Undefined
202,299,291.0,Annarr ann því er þú annt ok þess er þú biðr þá biðr annarr,xDQ gM nS cN xVB fF tPS mIN p3 nS vA xDD gN nS cD xCS xPE p2 nS cN xVB fF tPS mIN p2 nS vA xCC xDD gN nS cG xCS xPE p2 nS cN xVB fF tPS mIN p2 nS vA xAV rP xVB fF tPS mIN p3 nS vA xDQ gM nS cN,"['S', 'V', 'O', 'S', 'V', 'O', 'S', 'V', 'V', 'S']",Undefined
203,3,3.0,"ok ei dirfumsk ek at segja nafn hǫggvanda
",xCC xAV rP xVB fF tPS mIN p1 nS vR xPE p1 nS cN xIM xVB fI tPS vA xNC gN nS cA sI xVB fP tPS vA gM nS cG sD,"['V', 'S', 'O']",Parataxe
204,30,27.0,Heldr ger þú þat er ek beiðumsk Eigi bið ek þik stórra hluta,xAV rC xVB fF tPS mIP p2 nS vA xPE p2 nS cN xDD gN nS cA xCS xPE p1 nS cN xVB fF tPS mIN p1 nS vR xAV rP xVB fF tPS mIN p1 nS vA xPE p1 nS cN xPE p2 nS cA xAJ rP gU nP cG sI xNC gM nP cG sI,"['V', 'S', 'O', 'S', 'V', 'V', 'S', 'O', 'O']",Undefined
205,300,292.0,en enn hefir hann eigi til þess vilja minn,xCC xAV rP xVB fF tPS mIN p3 nS vA xPE p3 gM nS cN xAV rP xAP xDD gN nS cG xNC gM nS cA sI xDP gM nS cA,"['V', 'S', 'O']",Parataxe
206,301,293.0,hann er vel reyndr ok verðugr er hann dýrrar konu,xPE p3 gM nS cN xVB fF tPS mIN p3 nS vA xAV rP xVB fP tPT vA gM nS cN sI xCC xAJ rP gM nS cN sI xVB fF tPS mIN p3 nS vA xPE p3 gM nS cN xAJ rP gF nS cG sI xNC gF nS cG sI,"['S', 'V', 'V', 'S', 'O']",Undefined
207,302,294.0,en mǽr þekkðisk eigi þat er hann bauð mér,xCC xNC gF nS cN sI xVB fF tPT mIN p3 nS vR xAV rP xDD gN nS cA xCS xPE p3 gM nS cN xVB fF tPT mIN p3 nS vA xPE p1 nS cD,"['S', 'V', 'O', 'S', 'V', 'O']",Parataxe
208,303,295.0,hann hét mér fornt skinn ok skinnrokk,xPE p3 gM nS cN xVB fF tPT mIN p3 nS vA xPE p1 nS cD xAJ rP gN nS cA sI xNC gN nS cA sI xCC xNC gM nS cA sI,"['S', 'V', 'O']",Undefined
209,304,296.0,því dró herfilig gjǫf vilja minn frá honum,xDD gN nS cD xVB fF tPT mIN p1 nS vA xAJ rP gF nS cN sI xNC gF nS cN sI xNC gM nS cA sI xDP gM nS cA xAP xPE p3 gM nS cD,"['O', 'V', 'S']",Undefined
210,305,298.0,at hon fǿrir ok frá tekr fullting manns,xCS xPE p3 gF nS cN xVB fF tPS mIN p3 nS vA xCC xAP xVB fF tPS mIN p3 nS vA xNC gN nS cA sI xNC gM nS cG sI,"['S', 'V', 'V', 'O', 'O']",Hypotaxe
211,306,299.0,"ok niðr brýtr rétt lǫg ok fullting
 manna með sínu athygli",xCC xAV rP xVB fF tPS mIN p3 nS vA xAJ rP gN nS cA sI xNC gN nP cA sI xCC xNC gN nS cA sI xNC gM nP cG sI xAP xDP gN nS cD xNC gN nS cD sI,"['V', 'O', 'O', 'O', 'O']",Parataxe
212,307,300.0,"en þat er þú beiðisk
 þá mun engi fá nema ek vili",xCC xDD gN nS cA xCS xPE p2 nS cN xVB fF tPS mIN p2 nS vR xAV rP xVB fF tPS mIN p3 nS vA xDQ gM nS cN xVB fI tPS vA xCS xPE p1 nS cN xVB fF tPS mSU p1 nS vA,"['O', 'S', 'V', 'V', 'S', 'S', 'V']",Parataxe
213,308,301.0,því at hon liggr undir mínu valdi,xCS xPE p3 gF nS cN xVB fF tPS mIN p3 nS vA xAP xDP gN nS cD xNC gN nS cD sI,"['S', 'V', 'O']",Hypotaxe
214,309,302.0,"ok hon fylgir mér jafnan
 ok ek veit allt með henni",xCC xPE p3 gF nS cN xVB fF tPS mIN p3 nS vA xPE p1 nS cD xAV rP xCC xPE p1 nS cN xVB fF tPS mIN p1 nS vA xDQ gN nS cA xAP xPE p3 gF nS cD,"['S', 'V', 'O', 'S', 'V', 'O', 'O']",Parataxe
215,31,28.0,kveð þú ok eigi stóra vera en þó sýnask mér stórir vera,xVB fF tPS mIP p2 nS vA xPE p2 nS cN xAV rP xAV rP xAJ rP gM nP cA sI xVB fI tPS vA xCC xAV rP xVB fF tPS mIN p3 nP vR xPE p1 nS cD xAJ rP gM nP cN sI xVB fI tPS vA,"['V', 'S', 'V', 'O']",Undefined
216,311,303.0,ok hon lǽtr mjǫk at mínu ráði,xCC xPE p3 gF nS cN xVB fF tPS mIN p3 nS vA xAV rP xAP xDP gN nS cD xNC gN nS cD sI,"['S', 'V', 'O']",Parataxe
217,312,304.0,en eigi mun ek nú fleira rǿða,xCC xAV rP xVB fF tPS mIN p1 nS vA xPE p1 nS cN xAV rP xAJ rC gN nS cA sD xVB fI tPS vA,"['V', 'S']",Parataxe
218,312,305.0,fari hverr þar er ráð þykkir,xVB fF tPS mSU p3 nS vA xDQ gM nS cN xAV rP xCS xNC gN nS cN sI xVB fF tPS mIN p3 nS vA,"['V', 'S', 'S', 'V']",Undefined
219,313,306.0,Enn er mér ekki hǿgra ok ei þrøngvir mér annat starf,xAV rP xVB fF tPS mIN p3 nS vA xPE p1 nS cD xDQ gN nS cN xAJ rC gN nS cN sD xCC xAV rP xVB fF tPS mIN p3 nS vA xPE p1 nS cD xDQ gN nS cN xNC gN nS cN sI,"['V', 'O', 'S', 'V', 'O', 'S', 'S']",Undefined
220,314,307.0,ef þú þetta veitir mér þá er sem þú gefir mér hvatvetna,xCS xPE p2 nS cN xDD gN nS cA xVB fF tPS mIN p2 nS vA xPE p1 nS cD xAV rP xVB fF tPS mIN p3 nS vA xCS xPE p2 nS cN xVB fF tPS mSU p2 nS vA xPE p1 nS cD xPI gN nS cA,"['S', 'O', 'V', 'O', 'V', 'S', 'V', 'O']",Hypotaxe
221,315,308.0,oft hǿfir með fé at kaupa annars starf,xAV rP xVB fF tPS mIN p3 nS vA xAP xNC gN nS cD sI xIM xVB fI tPS vA xDQ gM nS cG xNC gN nS cA sI,"['V', 'O', 'O', 'O']",Undefined
222,316,309.0,"ok at keypt erfiði
 hafi verðuga laun",xCC xCS xVB fP tPT vA gN nS cN sI xNC gN nS cN sI xVB fF tPS mSU p3 nS vA xAJ rP gF nS cA sI xNC gF nS cA sI,"['S', 'V', 'O']",Hypotaxe
223,317,310.0,trú þú mér starf þitt skal ek þér launa,xVB fF tPS mIP p2 nS vA xPE p2 nS cN xPE p1 nS cD xNC gN nS cA sI xDP gN nS cA xVB fF tPS mIN p1 nS vA xPE p1 nS cN xPE p2 nS cD xVB fI tPS vA,"['V', 'S', 'O', 'O', 'V', 'S', 'O']",Undefined
224,318,311.0,ef þú vilt sjá fyrir mér um þat sem ek þarf,xCS xPE p2 nS cN xVB fF tPS mIN p2 nS vA xVB fI tPS vA xAP xPE p1 nS cD xAP xDD gN nS cA xCS xPE p1 nS cN xVB fF tPS mIN p1 nS vA,"['S', 'V', 'O', 'O', 'S', 'V']",Hypotaxe
225,319,312.0,þat eina bið ek þik seg mér hvat þú vill þiggja,xDD gN nS cA xAJ rP gN nS sD xVB fF tPS mIN p1 nS vA xPE p1 nS cN xPE p2 nS cA xVB fF tPS mIP p2 nS vA xPE p1 nS cD xPQ gN nS cA xPE p2 nS cN xVB fF tPS mIN p2 nS vA xVB fI tPS vA,"['O', 'V', 'S', 'O', 'V', 'O', 'O', 'S', 'V']",Undefined
226,32,29.0,En þér er þó mér þetta at gefa ei alltorveldligt,xCC xPE p2 nS cD xVB fF tPS mIN p3 nS vA xAV rP xPE p1 nS cD xDD gN nS cA xIM xVB fI tPS vA xAV rP xAJ rP gN nS cN sI,"['O', 'V', 'O', 'O']",Parataxe
227,321,313.0,Margt vilja ok fleira beiðask þeir er margs þurfu,xAJ rP gN nS cA sI xVB fF tPS mIN p3 nP vA xCC xAJ rC gN nS cG sD xVB fF tPS mIN p3 nP vR xDD gM nP cN xCS xAJ rP gN nS cG sI xVB fF tPS mIN p3 nP vA,"['V', 'V', 'S', 'V']",Undefined
228,322,314.0,"svá margs sem ek þarf þá skǫmmumsk
 ek at segja",xAV rP xAJ rP gN nS cG sI xCS xPE p1 nS cN xVB fF tPS mIN p1 nS vA xAV rP xVB fF tPS mIN p1 nS vR xPE p1 nS cN xIM xVB fI tPS vA,"['S', 'V', 'V', 'S']",Undefined
229,323,315.0,ek átta fé mikit þá er ek var ung,xPE p1 nS cN xVB fF tPT mIN p1 nS vA xNC gN nS cA sI xAJ rP gN nS cA sI xAV rP xCS xPE p1 nS cN xVB fF tPT mIN p1 nS vA xAJ rP gF nS cN sI,"['S', 'V', 'O', 'S', 'V']",Undefined
230,324,316.0,en nú er gnótt fjár brott farin ok þurft í stað komin,xCC xAV rP xVB fF tPS mIN p3 nS vA xNC gF nS cN sI xNC gN nS cG sI xAV rP xVB fP tPT vA gF nS cN sI xCC xNC gF nS cN sI xAP xNC gM nS cA sI xVB fP tPT vA gF nS cN sI,"['V', 'S', 'O']",Parataxe
231,325,317.0,ok vanheilsa ok aldr hafa mik eydda,xCC xNC gF nS cN sI xCC xNC gM nS cN sI xVB fF tPS mIN p3 nP vA xPE p1 nS cA xVB fP tPT vA gF nS cA sI,"['S', 'V', 'O']",Parataxe
232,326,318.0,en vél mín ok starf kømr ekki at haldi,xCC xNC gF nS cN sI xDP gF nS cN xCC xNC gN nS cN sI xVB fF tPS mIN p3 nS vA xDQ gN nS cA xAP xNC gN nS cD sI,"['S', 'V', 'O']",Parataxe
233,327,319.0,nú ef þú veizt orð mín duga,xAV rP xCS xPE p2 nS cN xVB fF tPS mIN p2 nS vA xNC gN nP cA sI xDP gN nP cA xVB fI tPS vA,"['S', 'V', 'O']",Hypotaxe
234,328,320.0,þá bið ek þik at hús þitt sé opit fyrir mér heðan í frá,xAV rP xVB fF tPS mIN p1 nS vA xPE p1 nS cN xPE p2 nS cA xCS xNC gN nS cN sI xDP gN nS cN xVB fF tPS mSU p3 nS vA xAJ rP gN nS cN sI xAP xPE p1 nS cD xAV rP xAP,"['V', 'S', 'O', 'S', 'V', 'O']",Undefined
235,329,321.0,Heðan í frá skal hús mitt þér opit vera ok allt várt þér í boði,xAV rP xAP xVB fF tPS mIN p3 nS vA xNC gN nS cN sI xDP gN nS cN xPE p2 nS cD xAJ rP gN nS cN sI xVB fI tPS vA xCC xDQ gN nS cN xDP gN nS cN xPE p2 nS cD xAP xNC gN nS cD sI,"['V', 'S', 'O']",Undefined
236,33,30.0,"Seg at eins at ek játa ok þegar
 mun ek sǽll vera",xVB fF tPS mIP p2 nS vA xAV rP xCS xPE p1 nS cN xVB fF tPS mIN p1 nS vA xCC xAV rP xVB fF tPS mIN p1 nS vA xPE p1 nS cN xAJ rP gM nS cN sI xVB fI tPS vA,"['V', 'S', 'V', 'V', 'S']",Undefined
237,330,322.0,ok ǫll mín eign undir þínu valdi,xCC xDQ gF nS cN xDP gF nS cN xNC gF nS cN sI xAP xDP gN nS cD xNC gN nS cD sI,"['S', 'S', 'O']",Parataxe
238,331,323.0,með ǫllu hefir nú vinátta okkr samtengt ok okkr saman bundit,xAP xDQ gN nS cD xVB fF tPS mIN p3 nS vA xAV rP xNC gF nS cN sI xPE p1 nD cA xVB fP tPT vA gN nS cA sI xCC xPE p1 nD cA xAV rP xVB fP tPT vA gN nS cA sI,"['O', 'V', 'S']",Undefined
239,333,324.0,"Ok þess bið ek þik at vél þín ok starf vekisk heðan
 í frá",xCC xDD gN nS cG xVB fF tPS mIN p1 nS vA xPE p1 nS cN xPE p2 nS cA xCS xNC gF nS cN sI xDP gF nS cN xCC xNC gN nS cN sI xVB fF tPS mSU p3 nP vR xAV rP xAP,"['O', 'V', 'S', 'O', 'S', 'S', 'V']",Parataxe
240,334,325.0,ok at vél þín sé mér til hugganar með þinni skynsemi,xCC xCS xNC gF nS cN sI xDP gF nS cN xVB fF tPS mSU p3 nS vA xPE p1 nS cD xAP xNC gF nS cG sI xAP xDP gF nS cD xNC gF nS cD sI,"['S', 'V', 'O']",Hypotaxe
241,335,326.0,lǽvísi hlýtr bǽði upphaf ok enda,xNC gF nS cN sI xVB fF tPS mIN p3 nS vA xCC xNC gN nS cA sI xCC xNC gM nS cA sI,"['S', 'V', 'O']",Undefined
242,336,327.0,ok þó hefir endalykð allra hluta lǫst ok allra sǿmð,xCC xAV rP xVB fF tPS mIN p3 nS vA xNC gF nS cN sI xDQ gU nP cG xNC gM nP cG sI xNC gM nS cA sI xCC xDQ gU nP cG xNC gF nS cA sI,"['V', 'S', 'O']",Parataxe
243,337,328.0,lít á upphaf máls ok endalykð,xVB fF tPS mIP p2 nS vA xAP xNC gN nS cA sI xNC gN nS cG sI xCC xNC gF nS cA sI,"['V', 'O', 'O', 'O']",Undefined
244,338,329.0,at þú megir þá betr rǿða fyrirǽtlat mál,xCS xPE p2 nS cN xVB fF tPS mSU p2 nS vA xAV rP xAV rC xVB fI tPS vA xVB fP tPT vA gN nS cA sI xNC gN nS cA sI,"['S', 'V', 'O']",Hypotaxe
245,339,330.0,Hér er í þeima bǿ eitt ungmenni allfagrt,xAV rP xVB fF tPS mIN p3 nS vA xAP xDD gM nS cD xNC gM nS cD sI xAJ rP gN nS cN sI xNC gN nS cN sI xAJ rP gN nS cN sI,"['V', 'O', 'S']",Undefined
246,34,31.0,"Ok þá þegar munu mér koma
 allir hógvǽrir hlutir",xCC xAV rP xAV rP xVB fF tPS mIN p3 nP vA xPE p1 nS cD xVB fI tPS vA xDQ gM nP cN xAJ rP gM nP cN sI xNC gM nP cN sI,"['V', 'O', 'S']",Parataxe
247,340,331.0,ok þat vex í ǫllum sǿmiligum siðum,xCC xDD gN nS cN xVB fF tPS mIN p3 nS vA xAP xDQ gU nP cD xAJ rP gU nP cD sI xNC gM nP cD sI,"['S', 'V', 'O']",Parataxe
248,341,332.0,ok engi var betri né kurteisari,xCC xDQ gM nS cN xVB fF tPT mIN p3 nS vA xAJ rC gM nS cN sD xCC xAJ rC gM nS cN sD,"['S', 'V']",Parataxe
249,342,333.0,um vára daga,xAP xDP gM nP cA xNC gM nP cA sI,['O'],Undefined
250,342,334.0,ok hann tók vel við várri fátǿkð,xCC xPE p3 gM nS cN xVB fF tPT mIN p3 nS vA xAV rP xAP xDP gF nS cD xNC gF nS cD sI,"['S', 'V', 'O']",Parataxe
251,343,335.0,ok hann yfirstígr alla með lofi sínu jafnaldra sína,xCC xPE p3 gM nS cN xVB fF tPS mIN p3 nS vA xDQ gM nP cA xAP xNC gN nS cD sI xDP gN nS cD xNC gM nP cA sI xDP gM nP cA,"['S', 'V', 'O']",Parataxe
252,344,336.0,Pamphilus yfirkømr alla sína félaga,xFN xVB fF tPS mIN p3 nS vA xDQ gM nP cA xDP gM nP cA xNC gM nP cA sI,"['V', 'O', 'O']",Undefined
253,345,337.0,"hann er heimskr heimskum
",xPE p3 gM nS cN xVB fF tPS mIN p3 nS vA xAJ rP gM nS cN sI xAJ rP gM nS cD sI,"['S', 'V']",Undefined
254,345,338.0,ok hǿgvǽrr hógvǽrum sem lamb,xCC xAJ rP gM nS cN sI xAJ rP gM nS cD sI xCS xNC gN nS cN sI,['S'],Parataxe
255,346,339.0,vitr maðr stendr í móti heimskum með réttu,xAJ rP gM nS cN sI xNC gM nS cN sI xVB fF tPS mIN p3 nS vA xAP xAJ rP gM nS cD sI xAP xAJ rP gN nS cD sI,"['S', 'V']",Undefined
256,347,340.0,"engi ǿskumaðr
 er jafnvel reyndr í borg þessi",xDQ gM nS cN xNC gM nS cN sI xVB fF tPS mIN p3 nS vA xAV rP xVB fP tPT vA gM nS cN sI xAP xNC gF nS cD sI xDD gF nS cD,"['S', 'V', 'O']",Undefined
257,348,341.0,"hans afl eyðir
 ei ofdrykkja",xPE p3 gM nS cG xNC gN nS cA sI xVB fF tPS mIN p3 nS vA xAV rP xNC gF nS cN sI,"['O', 'V', 'S']",Undefined
258,349,342.0,hann er vel siðaðr því at góðr var uppruni hans,xPE p3 gM nS cN xVB fF tPS mIN p3 nS vA xAV rP xVB fP tPT vA gM nS cN sI xCS xAJ rP gM nS cN sI xVB fF tPT mIN p3 nS vA xNC gM nS cN sI xPE p3 gM nS cG,"['S', 'V', 'V', 'S', 'O']",Undefined
259,35,32.0,Ein er sú í grennd við mik er ek vilda eigi at mǽr vǽri,xAJ rP gF nS cN sI xVB fF tPS mIN p3 nS vA xDD gF nS cN xAP xNC gF nS cD sI xAP xPE p1 nS cA xCS xPE p1 nS cN xVB fF tPT mSU p1 nS vA xAV rP xCS xNC gF nS cN sI xVB fF tPT mSU p3 nS vA,"['V', 'S', 'O', 'O', 'S', 'V', 'S', 'V']",Undefined
260,350,343.0,sǿtt epli fellr af sǿtu tré,xAJ rP gN nS cN sI xNC gN nS cN sI xVB fF tPS mIN p3 nS vA xAP xAJ rP gN nS cD sI xNC gN nS cD sI,"['S', 'V', 'O']",Undefined
261,351,344.0,kynfylgja birtir oft hvaðan kominn er,xNC gF nS cN sI xVB fF tPS mIN p3 nS vA xAV rP xAQ xVB fP tPT vA gM nS cN sI xVB fF tPS mIN p3 nS vA,"['S', 'V', 'V']",Undefined
262,352,345.0,oft líkisk sonr feðr,xAV rP xVB fF tPS mIN p3 nS vR xNC gM nS cN sI xNC gM nS cD sI,"['V', 'S', 'O']",Undefined
263,353,347.0,"ek sé Galatheam standa hjá garðshliði
",xPE p1 nS cN xVB fF tPS mIN p1 nS vA xFN xVB fI tPS vA xAP xNC gN nS cD sI,"['S', 'V', 'O']",Undefined
264,354,348.0,kann vera með atburð at hon hafi heyrt mína rǿðu,xVB fF tPS mIN p3 nS vA xVB fI tPS vA xAP xNC gM nS cD sI xCS xPE p3 gF nS cN xVB fF tPS mSU p3 nS vA xVB fP tPT vA gN nS cA sI xDP gF nS cA xNC gF nS cA sI,"['V', 'O', 'S', 'V', 'O']",Undefined
265,355,349.0,vit þat Galathea at ek hugða engan í nánd vera,xVB fF tPS mIP p2 nS vA xDD gN nS cA xFN xCS xPE p1 nS cN xVB fF tPT mIN p1 nS vA xDQ gM nS cA xAP xNC gF nS cD sI xVB fI tPS vA,"['V', 'O', 'S', 'V', 'O', 'O']",Undefined
266,356,350.0,en þó hefi ek ekki logit,xCC xAV rP xVB fF tPS mIN p1 nS vA xPE p1 nS cN xDQ gN nS cA xVB fP tPT vA gN nS cA sI,"['V', 'S', 'O']",Parataxe
267,357,351.0,Pamphilus birtisk víst yfir ǫllum mǫnnum í borg þessi,xFN xVB fF tPS mIN p3 nS vR xAJ rP gN nS cA sI xAP xDQ gU nP cD xNC gM nP cD sI xAP xNC gF nS cD sI xDD gF nS cD,"['V', 'O', 'O', 'O', 'O']",Undefined
268,358,352.0,menn veit fagrliga varðveitir hann sína atferð,xNC gM nP cN sI xVB fF tPS mIN p3 nS vA xAV rP xVB fF tPS mIN p3 nS vA xPE p3 gM nS cN xDP gF nS cA xNC gF nS cA sI,"['S', 'V', 'V', 'S', 'O']",Undefined
269,359,353.0,sína sǿmð ok dýrð ok lof vex með honum jafnan,xDP gF nS cA xNC gF nS cA sI xCC xNC gF nS cA sI xCC xNC gN nS cN sI xVB fF tPS mIN p3 nS vA xAP xPE p3 gM nS cD xAV rP,"['O', 'S', 'V']",Undefined
270,36,33.0,Ok ef eigi stoðar mér miskunn yður,xCC xCS xAV rP xVB fF tPS mIN p3 nS vA xPE p1 nS cD xNC gF nS cN sI xDP gF nS cN,"['V', 'O', 'S']",Hypotaxe
271,360,354.0,ok með réttu má hann engi ǫfunda,xCC xAP xAJ rP gN nS cD sI xVB fF tPS mIN p3 nS vA xPE p3 gM nS cA xDQ gM nS cN xVB fI tPS vA,"['V', 'O', 'S']",Parataxe
272,361,355.0,hann er vel maðr ok mikillǽtisk hann þó ekki af því,xPE p3 gM nS cN xVB fF tPS mIN p3 nS vA xAV rP xNC gM nS cN sI xCC xVB fF tPS mIN p3 nS vR xPE p3 gM nS cN xAV rP xDQ gN nS cA xAP xDD gN nS cD,"['S', 'V', 'S', 'V', 'S', 'O', 'O']",Undefined
273,362,356.0,ok hans auðr hefir engan lǫst,xCC xPE p3 gM nS cG xNC gM nS cN sI xVB fF tPS mIN p3 nS vA xDQ gM nS cA xNC gM nS cA sI,"['O', 'S', 'V']",Parataxe
274,363,357.0,þat vilda ek Galathea at hann vǽri búandi þinn,xDD gN nS cA xVB fF tPT mSU p1 nS vA xPE p1 nS cN xFN xCS xPE p3 gM nS cN xVB fF tPT mSU p3 nS vA xNC gM nS cN sI xDP gM nS cN,"['O', 'V', 'S', 'S', 'V', 'S']",Undefined
275,364,359.0,ok þat sama myndir þú vilja ef þú vissir sem ek,xCC xDD gN nS cA xAJ rP gN nS sD xVB fF tPT mSU p2 nS vA xPE p2 nS cN xVB fI tPS vA xCS xPE p2 nS cN xVB fF tPT mSU p2 nS vA xCS xPE p1 nS cN,"['O', 'V', 'S', 'S', 'V', 'S']",Parataxe
276,365,360.0,ok vilja minn sagða ek en ei bað ek hann þess mik,xCC xNC gM nS cA sI xDP gM nS cA xVB fF tPT mIN p1 nS vA xPE p1 nS cN xCC xAV rP xVB fF tPT mIN p1 nS vA xPE p1 nS cN xPE p3 gM nS cN xDD gN nS cG xPE p1 nS cA,"['O', 'V', 'S', 'V', 'S', 'S', 'O', 'O']",Parataxe
277,366,358.0,minn dómr dǿmir ykkr bǽði saman,xDP gM nS cN xNC gM nS cN sI xVB fF tPS mIN p3 nS vA xPE p2 nD cA xDQ gN nP cA xAV rP,"['S', 'V', 'O']",Undefined
278,367,361.0,kyn ok kostr hvárstveggja,xNC gN nS cN sI xCC xNC gM nS cN sI xDQ gN nS cG,"['S', 'S', 'O']",Undefined
279,369,363.0,Nú hlýðum vit tómum orðum um stund,xAV rP xVB fF tPS mIP p1 nP vA xPE p1 nD cN xAJ rP gU nP cD sI xNC gN nP cD sI xAP xNC gF nS cA sI,"['V', 'S', 'O']",Undefined
280,37,35.0,"því at
 eldr þyngir meir þeim er á liggr",xCS xNC gM nS cN sI xVB fF tPS mIN p3 nS vA xAV rC xDD gM nS cD xCS xAP xVB fF tPS mIN p3 nS vA,"['S', 'V', 'O', 'V']",Hypotaxe
281,370,364.0,"en oft koma
 stórmǽli af litlum hlut",xCC xAV rP xVB fF tPS mIN p3 nP vA xNC gN nP cN sI xAP xAJ rP gM nS cD sI xNC gM nS cD sI,"['V', 'S', 'O']",Parataxe
282,371,365.0,mikill eldr verðr oft af litlum gneista,xAJ rP gM nS cN sI xNC gM nS cN sI xVB fF tPS mIN p3 nS vA xAV rP xAP xAJ rP gM nS cD sI xNC gM nS cD sI,"['S', 'V', 'O']",Undefined
283,372,366.0,lítit upphaf gerir stundum ágǽtt niðrlag,xAJ rP gN nS cN sI xNC gN nS cN sI xVB fF tPS mIN p3 nS vA xNC gF nP cD sI xAJ rP gN nS cA sI xNC gN nS cA sI,"['S', 'V', 'O']",Undefined
284,373,367.0,hugr minn ǽtlaði með sér þetta upphaf þessa máls,xNC gM nS cN sI xDP gM nS cN xVB fF tPT mIN p3 nS vA xAP xPE cD xDD gN nS cA xNC gN nS cA sI xDD gN nS cG xNC gN nS cG sI,"['S', 'V', 'O']",Undefined
285,374,368.0,ok því sneri ek minni rǿðu til þín í gamni mínu,xCC xDD gN nS cD xVB fF tPT mIN p1 nS vA xPE p1 nS cN xDP gF nS cD xNC gF nS cD sI xAP xPE p2 nS cG xAP xNC gN nS cD sI xDP gN nS cD,"['O', 'V', 'S']",Parataxe
286,375,369.0,en ef hugr þinn eða hugskot kømsk nǫkkut við þessa rǿðu,xCC xCS xNC gM nS cN sI xDP gM nS cN xCC xNC gN nS cN sI xVB fF tPS mIN p3 nS vR xDQ gN nS cA xAP xDD gF nS cA xNC gF nS cA sI,"['S', 'V', 'O']",Hypotaxe
287,38,36.0,en hinum er fjarri er,xCS xDD gM nS cD xCS xAV rP xVB fF tPS mIN p3 nS vA,"['O', 'V']",Hypotaxe
288,381,371.0,Eigi veldr ónǿfrleikr ok engi heimskleikr,xAV rP xVB fF tPS mIN p3 nS vA xNC gM nS cN sI xCC xDQ gM nS cN xNC gM nS cN sI,"['V', 'S', 'S', 'S']",Undefined
289,382,372.0,en hvaðan kom þér þessi rǿða,xCC xAQ xVB fF tPT mIN p3 nS vA xPE p2 nS cD xDD gF nS cN xNC gF nS cN sI,"['V', 'O', 'S']",Parataxe
290,383,374.0,hví þú komt hér eða,xPQ gN nS cD xPE p2 nS cN xVB fF tPT mIN p2 nS vA xAV rP xCC,"['O', 'S', 'V']",Undefined
291,384,375.0,"sendi Pamphilus þik hingat eða sér rǿða þín til nǫkkurra ambuna
",xVB fF tPT mIN p3 nS vA xFN xPE p2 nS cA xAV rP xCC xVB fF tPS mIN p3 nS vA xNC gF nS cN sI xDP gF nS cN xAP xDQ gU nP cG xNC gF nP cG sI,"['V', 'O', 'V', 'S', 'O', 'O']",Undefined
292,385,376.0,Illska vándra manna spillir jafnan verkum góðra,xNC gF nS cN sI xAJ rP gU nP cG sI xNC gM nP cG sI xVB fF tPS mIN p3 nS vA xAV rP xNC gN nP cD sI xAJ rP gU nP cG sI,"['S', 'O', 'V']",Undefined
